CF

コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
241A,2024/09,-606964000,-55705000,2476042000,-6918000,2594956000,-17.46
2424,2024/07,536884000,-1177622000,-68077000,-1123459000,1595413000,4.22
2425,2025/03,588000000,-143000000,-91000000,-137351000,1843945000,5.96
2427,2023/12,31166000000,-6864000000,-26359000000,-5365000000,54469000000,4.16
2428,2024/06,2644701000,333887000,-392221000,-116700000,16657168000,26.1
2429,2024/12,-1444000000,-2970000000,5995000000,-2128000000,42545000000,-0.6
242A,2024/09,258613000,-585000,323732000,-724000,1268630000,9.57
2432,2025/03,38999000000,-12280000000,-5445000000,-4252000000,92803000000,23.78
2433,2025/03,82446000000,-13529000000,-45848000000,-16640000000,207520000000,8.65
2435,2025/03,777000000,-142000000,-791000000,-502000000,1481000000,4.36
2436,2024/12,911149000,-36587000,-310730000,-33271000,3225154000,12.44
2437,2024/05,-809783000,-250750000,143903000,-110926000,1341996000,-39.77
2438,2024/04,615744000,-702731000,-301050000,-411328000,1660015000,8.75
2440,2025/03,921121000,-1049575000,-209756000,-461559000,5042128000,6.84
2445,2025/03,-585000000,-4542000000,6147000000,-3364000000,8524000000,-1.33
2449,2024/08,491000000,10000000,-260000000,-85854000,4415680000,7.13
244A,2024/08,545173000,-24958000,-75486000,-11040000,1113514000,12.33
2453,2023/09,2158242000,-947216000,-1478611000,-78937000,13302470000,11.89
2454,2025/03,249036000,-448820000,-42166000,-349464000,1632761000,1.56
2459,2024/05,-121943000,39777000,27226000,-3950000,506331000,-27.62
245A,2024/08,665665000,-434958000,113604000,-399811000,1005752000,10.37
2461,2024/12,1261273000,-324410000,-1257065000,-164218000,17021101000,18.12
2462,2024/05,3637365000,-1432944000,-3414543000,-1476670000,9439595000,6.02
2464,2025/03,1097434000,-174245000,-449186000,-103761000,2765020000,14.25
2467,2025/03,-86593000,232153000,-94654000,-19543000,265967000,-5.4
2468,2024/03,-188053000,-22598000,-600213000,-10580000,1886451000,-14.21
2469,2025/03,3588000000,-4842000000,718000000,-3180000000,3773000000,6.03
246A,2024/06,126186000,-21807000,-64225000,-18971000,556209000,9.25
2471,2024/11,5071000000,-3393000000,-1242000000,-4019000000,3814000000,19.84
2475,2025/03,4367392000,-3334491000,-1419656000,-3183106000,20574579000,8.54
2477,2024/06,949471000,-6235000,-204046000,-6235000,6565274000,46.91
2479,2025/03,250000000,2000000,-112000000,-173000,1500073000,7.37
247A,2025/03,1314000000,-156000000,-143000000,-254082000,3932150000,9.25
2480,2025/03,495000000,-135000000,-133000000,-42885000,2203698000,29.71
2481,2024/06,428760000,-361892000,-93850000,-83526000,691251000,11.48
2483,2025/03,503148000,-195693000,-217326000,-19087000,4580793000,4.49
2484,2024/08,-4582000000,2187000000,-3999000000,-,34511000000,-9.09
2485,2024/09,2004000000,-9411000000,8757000000,-1341000000,4290000000,10.64
2487,2023/12,205387000,113675000,-92339000,-51528000,3464812000,1.82
2488,2025/03,776378000,-70893000,-242280000,-78666000,3292861000,8.43
2489,2024/12,185808000,155938000,-236441000,-569473000,10040546000,1.46
248A,2024/12,229756000,-198637000,1640130000,-198637000,2168673000,25.3
2491,2024/12,3461000000,-708000000,-12511000000,-437000000,11775000000,11.38
2492,2024/12,2072203000,-2911305000,213868000,-2361539000,4311437000,13.26
2493,2024/11,-219943000,-455647000,-375316000,-344000000,1951638000,-4.07
2497,2025/03,1380808000,-237816000,-1516724000,-206046000,12611361000,11.47
2498,2024/09,2813663000,-2187440000,337579000,-1052000000,9663094000,3.26
2499,2024/12,343056000,-46197000,-245736000,-15000000,2502777000,7.29
2501,2024/12,36109000000,-5836000000,-25372000000,-45200000000,24140000000,6.8
2502,2024/12,403723000000,-118665000000,-272784000000,-161687000000,83961000000,13.73
2503,2024/12,242844000000,-329375000000,58125000000,-103123000000,118617000000,10.39
250A,2025/03,3146000000,-1247000000,-316000000,-1466040000,5579695000,7.94
2531,2025/03,16155000000,-41562000000,6548000000,-,75280000000,4.45
2533,2024/12,4280000000,-1304000000,-2917000000,-1539000000,882000000,5.09
2540,2025/03,473118000,-1194033000,-623028000,-3162212000,3050818000,4.72
2551,2024/09,2395800000,-277883000,-194047000,-494000000,3872652000,7.23
2573,2024/12,3597000000,-2026000000,-700000000,-2559000000,10242000000,6.33
2579,2024/12,48883000000,-16128000000,-57942000000,-42345000000,88473000000,5.48
2585,2025/03,5204000000,-4099000000,-1826000000,-3424000000,3014000000,11.68
2586,2025/03,-436553000,584912000,1358842000,-2347000,1886776000,-17.13
2587,2024/12,193730000000,-101297000000,-112036000000,-128400000000,160493000000,11.42
2588,2025/03,20659000000,-12774000000,-6541000000,-,31900000000,26.87
2590,2025/01,10824000000,-11595000000,-1708000000,-14250000000,29642000000,4.56
2593,2024/04,25482000000,-10737000000,-12213000000,-10256000000,105397000000,5.61
2594,2025/03,-1343000000,-1080000000,2827000000,-1050000000,5080000000,-1.72
2597,2024/12,740244000,-353219000,-832188000,-375000000,3562283000,5.72
2599,2024/03,3061818000,-307382000,-2080722000,-310790000,1647039000,25.39
259A,2024/09,351392000,-73477000,-236540000,-75799000,1015581000,5.28
2602,2025/03,21166000000,-9590000000,-13885000000,-15474000000,14420000000,3.99
2607,2025/03,-50631000000,-21738000000,114931000000,-24352000000,69846000000,-7.54
260A,2024/12,-2419000000,-625000000,5445000000,-,4617501000,-39.94
2612,2025/03,384000000,-258000000,-925000000,-297000000,7881000000,0.97
2613,2025/03,18294000000,-3776000000,-6855000000,-4290000000,11950000000,7.93
261A,2024/12,1502299000,-202746000,-561467000,-553302000,9774949000,6.38
262A,2024/12,6359000000,-1671000000,9057000000,-1892000000,20045000000,14.18
264A,2024/09,115178000,-19806000,26793000,-21743000,2045007000,4.04
2651,2024/02,383390000000,-67110000000,-284551000000,-122912000000,432464000000,35.24
2652,2024/09,1085537000,-90498000,-1213391000,-87000000,1251747000,7.51
2653,2025/02,14426000000,-17354000000,5064000000,-17242000000,7638000000,2.71
2654,2025/03,-17385000,-49106000,-185709000,-79103000,5315621000,-0.08
2656,2025/03,-187580000,157060000,91243000,-1927000,80387000,-115.79
2659,2025/02,14980000000,-6197000000,-3788000000,-6243000000,59843000000,6.32
265A,2024/12,-139713000,11026000,197060000,-,1375076000,-14.76
2664,2025/03,7481000000,-4515000000,-1915000000,-4260000000,36674000000,2.6
2666,2025/03,325095000,-203261000,-242839000,-202201000,529690000,3.66
2667,2024/09,-207224000,-25164000,-36850000,-18000000,553823000,-13.26
2668,2025/02,950000000,-252000000,-180000000,-180010000,2065418000,5.64
2669,2025/02,2921374000,-2066801000,-372421000,-2057031000,18925579000,3.23
2670,2025/02,56125000000,-15103000000,-17082000000,-10937000000,197600000000,15.08
2673,2025/03,-59000000,-,57000000,0,33207000,-23.51
2674,2025/03,2055817000,-1749992000,-334406000,-1502867000,3009386000,6.13
2676,2025/03,2991000000,-473000000,-1505000000,-97000000,6026000000,10.64
2678,2024/05,16887000000,-11537000000,-9828000000,-13488000000,61744000000,3.58
2681,2025/03,8012000000,-12494000000,10778000000,-13360000000,64760000000,1.87
2683,2024/02,329194000,-124560000,-23543000,-96000000,761648000,3.34
2685,2025/02,21373000000,-16971000000,-7111000000,-11395000000,21081000000,7.29
2686,2025/02,648000000,136000000,261000000,-,1629000000,1.08
2687,2025/02,410519000,-384359000,-129647000,-1493279000,1782307000,5.25
2689,2024/06,2084226000,-673033000,-1089783000,-509000000,2681186000,1.76
268A,2024/12,14604000000,-6053000000,-2442000000,-6362000000,27992000000,16.11
2692,2025/03,-3730000000,503000000,-2041000000,-601000000,12646000000,-0.53
2693,2024/12,-244778000,-2622000,-763480000,-7793000,3846657000,-2.05
2694,2025/03,825117000,-556133000,1030808000,-434521000,4694727000,3.51
2695,2024/10,18363000000,-10346000000,-4008000000,-12519000000,23043000000,7.82
2698,2025/02,1885000000,-2509000000,-173000000,-1995000000,2033000000,2.26
269A,2024/09,-31907000,-99664000,195448000,-99664000,220228000,-5.03
2700,2024/12,-929894000,-985506000,2861240000,-884000000,3623156000,-0.78
2702,2024/12,52689000000,-44764000000,-5839000000,-44952000000,67327000000,12.99
2705,2025/03,2125000000,-1492000000,-1054000000,-1504000000,4233000000,6.77
2706,2023/02,267934000,-702257000,-226207000,-730042000,2738967000,4.4
2708,2025/03,664000000,-211000000,-3011000000,-324000000,4008000000,0.97
2715,2024/03,14911000000,-1160000000,-5657000000,-929000000,42139000000,7.67
2721,2024/12,-219142000,-71477000,320746000,-321000,53890000,-122.04
2722,2024/05,940883000,-340853000,-987647000,-126123000,576295000,6.7
2726,2025/02,22038000000,792000000,-4364000000,-3359000000,85715000000,10.6
2730,2025/03,30711000000,-15430000000,-18457000000,-11161000000,8834000000,4
2733,2024/03,14059000000,-5305000000,-4556000000,-4402000000,27016000000,1.49
2734,2024/11,14243000000,-10334000000,-431000000,-12785000000,26024000000,5.92
2735,2024/08,4043791000,-538148000,233225000,-797493000,9380370000,6.6
2736,2024/08,487204000,-177702000,-89371000,-178087000,1192815000,5.24
2737,2025/03,9210000000,-21000000,-16853000000,-29000000,13172000000,2.18
2742,2025/02,15892000000,-13757000000,-5245000000,-12278000000,15028000000,7.54
2743,2024/12,-176825000,-1560577000,1710318000,-1518553000,150782000,-19.93
2747,2025/02,231000000,-363000000,72000000,-637696000,507920000,0.63
2749,2025/03,4205000000,-162000000,-4243000000,-436773000,20743470000,10.22
274A,2025/02,1418762000,-819182000,3563312000,-707575000,10660027000,8.27
2750,2025/03,-1029219000,-1122078000,1001051000,-1146196000,4059981000,-1.58
2751,2024/04,2600000000,-1328000000,-1069000000,-269000000,10570000000,7.01
2752,2024/12,2153000000,-732000000,4892000000,-678000000,12418000000,6.87
2753,2025/03,2712000000,54000000,-892000000,-1764000000,7551000000,7.68
2754,2024/03,543183000,-13734000,-29872000,-20000000,2846275000,6.36
2760,2025/03,18915000000,-2068000000,-15251000000,-1762000000,8384000000,8.74
2762,2024/06,-880000000,-286000000,698000000,-276000000,444000000,-9.43
2763,2025/03,6723000000,-4627000000,-2205000000,-,19817000000,19.42
2764,2025/03,-346781000,12144473000,-10785426000,-,6645161000,-3.25
2767,2025/03,7779000000,1100000000,-13520000000,-1390000000,30854000000,5.53
2768,2025/03,-16688000000,-94106000000,106388000000,-43364000000,192299000000,-0.66
2769,2024/05,-936000000,-406000000,-341000000,-362000000,2306000000,-3.77
276A,2024/08,-299354000,-193971000,138050000,-198410000,262425000,-23.58
2776,2025/01,353000000,-268000000,-159000000,-254684000,203615000,2.87
2778,2025/02,363000000,-218000000,-1045000000,-244257000,2044249000,2.41
277A,2024/05,-72963000,-221895000,43117000,-91764000,1388848000,-1.75
2780,2025/03,-5180323000,-6712863000,11907001000,-,18205688000,-3.26
2782,2025/03,16004000000,-12280000000,-5921000000,-5252000000,54028000000,6.77
2784,2025/03,5639000000,-24917000000,-23534000000,-20128000000,174813000000,0.19
2788,2024/12,-1208318000,-25631000,1099539000,-25672000,4235562000,-2.76
2789,2025/02,382000000,-55000000,-868000000,-82690000,906201000,5.26
278A,2025/01,-927897000,-2128515000,2131415000,-890516000,4145633000,-20.92
2790,2025/03,-709000000,-5945000000,-7840000000,-5792000000,15607000000,-0.39
2791,2024/05,21408000000,-13030000000,-4985000000,-12651000000,12023000000,7.93
2792,2024/05,2133832000,-4203912000,-1533053000,-4704000000,12863043000,3.77
2795,2025/03,402000000,-225000000,-164000000,-26340000,1559365000,5.67
2796,2024/05,2714000000,-3120000000,2771000000,-683000000,7100000000,4.98
2798,2025/02,290046000,-316556000,-232397000,-314443000,1533299000,2.39
2801,2025/03,73978000000,-38456000000,-46086000000,-39487000000,106184000000,10.43
2802,2025/03,209898000000,-77382000000,-137684000000,-88104000000,164776000000,13.71
2804,2025/03,2330000000,635000000,-2491000000,-167000000,2456000000,15.94
2805,2025/03,8499000000,-2300000000,-8764000000,-3178000000,19440000000,6.88
2806,2025/03,1408000000,-4124000000,-278000000,-5029000000,2529000000,9.74
2809,2024/11,63126000000,-23893000000,-21126000000,-20586000000,80512000000,13.04
280A,2024/11,1546326000,-163013000,95362000,-133026000,2532456000,25.7
2810,2025/03,26568000000,-12281000000,-9060000000,-15136000000,88357000000,8.42
2811,2024/12,31692000000,-46325000000,-571000000,-11793000000,21273000000,10.33
2812,2024/03,-239000000,-836000000,-182000000,-837426000,4244141000,-1.8
2813,2025/03,1513328000,-829314000,-80119000,-613244000,3499210000,9.31
2814,2025/03,921972000,-464857000,-597099000,-258998000,9722532000,14.5
2815,2025/03,12170116000,675469000,-3537021000,-964643000,58958861000,18.61
2816,2025/03,988000000,-3268000000,2343000000,-3312000000,2588000000,3.77
2818,2025/03,458478000,-1497440000,-350772000,-1483349000,1177010000,4.12
2819,2025/03,4533000000,-3343000000,-645000000,-3495000000,14992000000,9.45
281A,2024/12,12509000,-318774000,638071000,-392445000,797145000,1.27
2820,2024/06,2851034000,-1627550000,-786981000,-2267000000,840983000,15
2830,2024/11,1748212000,-35436000,-451291000,-220000000,2561937000,8.52
2831,2025/03,2469000000,-680000000,-1100000000,-598186000,1484961000,3.31
285A,2025/03,476416000000,-173011000000,-322679000000,-223847000000,167932000000,27.92
286A,2024/12,1300626000,-406469000,3547797000,-3815248000,11139798000,6.56
2871,2025/03,53194000000,-32403000000,-16804000000,-29362000000,35935000000,7.58
2872,2025/02,34687000,-80527000,160152000,-81230000,329432000,0.77
2874,2024/09,13471000000,-17603000000,3628000000,-21554000000,3471000000,11.02
2875,2025/03,78779000000,-40057000000,-43536000000,-31845000000,39381000000,15.52
2876,2025/03,903435000,-254719000,-168457000,-368094000,2737373000,5.87
2877,2025/03,48000000,-1554000000,-692000000,-1498546000,3500280000,0.09
287A,2025/03,6988000000,-3480000000,-3022000000,-3504000000,15476000000,5.76
2882,2025/02,3762000000,-5179000000,1112000000,-4707000000,2322000000,10.08
2883,2025/03,710000000,-153000000,-665000000,-155217000,3751887000,2.76
2884,2025/02,6630220000,-845970000,-2978540000,-1021344000,11039808000,11.41
288A,2025/03,557000000,16000000,507000000,-14546000,1522066000,21.72
2892,2025/03,3685000000,-5759000000,2101000000,-5694000000,241000000,5.88
2894,2024/03,1247702000,-611430000,-122468000,-743000000,2458313000,11.89
2897,2025/03,57058000000,-76708000000,-591000000,-70679000000,73036000000,7.35
2899,2024/03,10016000000,-2276000000,-7702000000,-4781000000,8990000000,8.8
2901,2025/03,24283000,35654000,789235000,-192011000,1076218000,1.23
2902,2025/03,7604700000,-4285870000,-1191825000,-1360148000,7348393000,15.2
2903,2025/03,3210000000,-1665000000,-2246000000,-1663000000,6279000000,5.57
2904,2024/06,5198058000,-1743985000,-1648759000,-2069422000,3183952000,15.07
2907,2025/03,3455446000,-763490000,-2578442000,-1107737000,2255586000,6.77
2908,2025/03,4485000000,-2819000000,-1313000000,-3254000000,11692000000,7.86
290A,2024/12,-1798097000,-7464995000,19032705000,-7363300000,14239861000,-77.62
2910,2024/04,3565000000,-1244000000,-1983000000,-1662000000,13764000000,6.94
2911,2025/03,478000000,-496000000,-33000000,-454471000,962624000,5.96
2914,2024/12,630011000000,-439766000000,-94906000000,-150700000000,1084567000000,20
2915,2025/03,4594000000,-1062000000,-3531000000,-822000000,15729000000,5.01
2916,2025/03,1010998000,-1411606000,-63516000,-505671000,3016470000,5.41
2917,2024/09,-1703907000,-263687000,1037607000,-316000000,1087166000,-10.45
2918,2025/02,12478000000,-20670000000,8255000000,-17844000000,8450000000,5.61
2919,2025/03,1285000000,374000000,-386000000,-159150000,2898082000,13.38
291A,2025/03,552000000,-106000000,277000000,-690000,1461863000,28.19
2922,2025/03,342094000,20856000,-1933256000,-509027000,4218966000,0.7
2923,2024/04,2155968000,-4118824000,1151417000,-5055000000,2665272000,5.06
2924,2025/03,4031000000,-1869000000,-1281000000,-1417000000,4014000000,15.77
2926,2024/09,-117881000,28680000,-18750000,-10524000,518524000,-4.23
2927,2024/08,1540093000,-2761467000,2232074000,-2942240000,12070550000,5.1
2928,2025/03,18518000000,-11621000000,549000000,-9677000000,20058000000,10.82
2929,2024/07,5486000000,-1390000000,-4842000000,-1068000000,15566000000,8.83
2930,2025/02,1814000000,-530000000,-366000000,-174839000,5698744000,15.34
2931,2024/12,2645000000,-7990000000,-485000000,-717000000,13731000000,5.55
2932,2024/12,3231731000,-3489706000,417038000,-4256390000,4176199000,9.08
2933,2025/03,3862928000,-1967388000,-1961902000,-1990499000,8707529000,3.55
2934,2024/05,-1435744000,-1792539000,3390891000,-108930000,1752966000,-8.1
2935,2025/02,831000000,-4693000000,1082000000,-4700000000,4974000000,2
2936,2025/02,130431000,34930000,386877000,-79632000,1983167000,0.86
2937,2025/03,247438000,-756022000,-244162000,-232298000,1936046000,1.27
2938,2024/06,277000000,-2339000000,4727000000,-2135000000,4833000000,0.85
2961,2024/09,429402000,-136236000,-237975000,-114361000,4577934000,2.33
2962,2024/06,-386636000,-434589000,2092750000,-210504000,2080097000,-8.26
296A,2025/03,1026000000,-24000000,-273000000,-29485000,2405535000,20.61
2970,2024/12,-480000000,-1803000000,5285000000,-348000000,5260000000,-2.8
2974,2024/09,4028701000,-352054000,-128578000,-342000000,10858876000,10.86
2975,2024/11,-5269268000,-56605000,3030751000,-29134000,1904843000,-9.43
2976,2025/03,-312000000,90000000,-658000000,-127000,604303000,-11.6
2978,2024/07,-900551000,81070000,954278000,-35773000,1871872000,-16.42
297A,2025/03,2503694000,-1955649000,181535000,-2437991000,6151793000,2.41
2980,2025/03,435297000,-1366219000,1935934000,-699275000,4334560000,1.63
2981,2025/03,-3408382000,-529905000,4522522000,-,4959807000,-16.82
2982,2024/12,1725711000,-329785000,-1202840000,-457898000,10062771000,3.46
2983,2025/01,1948949000,-323542000,289643000,-241516000,5121455000,4.85
