財務

コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率
6465,2024/12,543944000000,382677000000,303846000000,295561000000,-,-,2558.12,66.9
6466,2024/09,15090257000,11029147000,9953096000,6742626000,70000000,130018000,4709.68,73.1
6467,2025/03,15173000000,11170000000,9394793000,6824568000,1200000000,250045000,1211.15,72.2
6469,2025/02,17551000000,8264000000,6872631000,3389952000,3208544000,1444755000,688.91,41.9
6470,2025/03,122336000000,69283000000,58394000000,42161000000,446000000,24239000000,2423.22,56.1
6471,2025/03,1219543000000,669189000000,651462000000,375003000000,-,-,1332.78,53.4
6472,2025/03,856425000000,248699000000,167501000000,46387000000,141292000000,120665000000,439.88,27.2
6473,2025/03,1565391000000,777469000000,745044000000,530733000000,54351000000,186123000000,2340.55,47.6
6474,2024/11,334757000000,164665000000,130628000000,111352000000,8824000000,52853000000,6969.15,47.4
6479,2025/03,1584814000000,754625000000,743452000000,457053000000,175084000000,288513000000,1851.29,46.9
6480,2025/03,120666000000,75631000000,65186000000,45091000000,-,16190000000,1092.63,62.6
6481,2024/12,567418000000,389795000000,383645000000,260638000000,23371000000,73143000000,3157.33,67.6
6482,2025/03,41045000000,35498000000,32791957000,30137677000,-,-,1031.64,85.5
6484,2025/03,36276000000,28325000000,27447136000,22063635000,-,-,3537.44,78.1
6485,2025/03,45998000000,39754000000,37203000000,31072000000,-,-,1916.95,86.4
6486,2025/03,203484000000,122519000000,94710000000,79846000000,4065000000,23676000000,2517.52,55.9
6488,2025/03,20258000000,16964000000,14654122000,10577493000,500000000,351738000,1322.58,83
6489,2024/05,41146000000,27895000000,26287000000,17686000000,-,1303000000,1563.19,67.8
6490,2025/03,98055000000,73858000000,68370000000,60551000000,750000000,775000000,3165.5,75.3
6492,2024/11,14210000000,11179000000,10870000000,9570000000,-,546000000,6976.59,78.7
6493,2025/03,66613000000,38045000000,23242970000,14272256000,5632032000,6324727000,1008.82,43.6
6494,2025/03,5742000000,5157000000,5189238000,1747944000,12000000,25213000,117.01,89.8
6495,2025/03,8897000000,3975000000,2222611000,329527000,1353282000,703352000,82.56,44.7
6496,2024/05,31739131000,24787570000,22985180000,21171355000,800000000,678700000,7020.04,78.1
6497,2024/12,21646381000,16057323000,14293419000,13938002000,-,-,2395.16,74.2
6498,2024/12,172406000000,109809000000,96843000000,70392000000,645000000,2564000000,1246.15,62.9
6501,2025/03,13284813000000,6031417000000,5847091000000,4350503000000,73146000000,-,1277.25,44
6502,2023/03,3539268000000,1337067000000,1247381000000,-,-,-,2883.27,35.2
6503,2025/03,6375680000000,4076366000000,3949678000000,3304481000000,-,-,1903.11,61.9
6504,2025/03,1312175000000,730658000000,601771000000,493885000000,10716000000,30073000000,4695.55,52.7
6505,2024/05,51652000000,26070000000,19878000000,12299000000,4585000000,6003000000,2794.61,50.5
6506,2025/02,743774000000,439610000000,431188000000,348003000000,24519000000,71175000000,1662.6,58
6507,2025/03,136467000000,80129000000,64403000000,55733000000,770000000,10869000000,2840.22,58.7
6508,2025/03,341347000000,142212000000,120367000000,93273000000,11095000000,27470000000,3059.07,40.7
6513,2025/03,44673000000,25892000000,17886000000,10361000000,700000000,1290000000,4465.2,52.5
6516,2025/03,145628000000,113347000000,113347000000,84726000000,3263000000,1537000000,9499.72,77.8
6517,2025/03,103103000000,80658000000,67764000000,67249000000,1772000000,2299000000,3777.61,75
6518,2025/03,18508000000,11898000000,11039600000,8333975000,312179000,591749000,2608.16,64.3
6521,2025/02,18206000000,5412000000,5018443000,-2051342000,2900000000,6211368000,482.09,29.7
6522,2024/08,2657236000,1539297000,1543947000,-58182000,665000000,70012000,216.4,57.9
6523,2025/03,532482000000,141171000000,141639000000,2991000000,34278000000,220982000000,1122.35,26.6
6524,2024/12,28684000000,23430000000,21353000000,15345000000,-,-,867.9,81.7
6525,2025/03,341512000000,196168000000,196168000000,170526000000,11349000000,46863000000,842.12,57.4
6526,2025/03,170312000000,137046000000,135237000000,74252000000,-,-,771.05,80.5
6532,2025/02,124665000000,94401000000,94401000000,94624000000,1050000000,261000000,620.82,75.7
6533,2024/12,12821686000,6125996000,5402555000,3510465000,509500000,1845185000,583.66,44.3
6535,2024/07,24488000000,15633000000,15445000000,15446000000,-,-,268.93,63.3
6537,2024/12,4083000000,1820000000,1686000000,61000000,500000000,204000000,249.08,42.3
6538,2025/03,3788000000,2198000000,2198000000,1649000000,-,605000000,107.37,58
6539,2025/03,10841000000,9773000000,9528641000,7874804000,-,-,389.24,89.2
6540,2024/12,23320200000,13624068000,12751916000,10946265000,-,-,1281.33,58.4
6542,2024/06,9284394000,7529388000,7388284000,6181322000,-,142050000,1170.49,81.1
6543,2025/02,4886000000,3435000000,3435039000,2946022000,-,247671000,900.81,70.3
6544,2025/03,35407000000,20315000000,19944000000,14894000000,2220000000,1015000000,224.11,56.4
6545,2025/03,4328000000,1647000000,1647037000,1157708000,750000000,608173000,303.48,38
6546,2024/12,12231665000,6685080000,6446949000,5828013000,120000000,395428000,1245.44,54.7
6547,2024/06,26614000000,7824000000,7795000000,6534000000,2600000000,9402000000,564.09,29.4
6548,2024/06,3525853000,2190117000,2151275000,-4475330000,-,500000000,109.36,61.3
6549,2025/03,8189000000,3347000000,3298097000,2708847000,-,1886580000,1185.97,40.3
6550,2025/03,1303000000,406000000,399526000,-1510692000,-,459432000,30.72,30.7
6551,2024/09,4964260000,1867049000,1772072000,510689000,400000000,194186000,207.12,35.7
6552,2024/05,3884000000,2920000000,2905668000,2199108000,-,43314000,167.25,75.2
6554,2024/09,5650000000,3586000000,3568000000,2782000000,-,-,404.44,63.1
6555,2025/02,3378000000,2551880000,2587000000,862804000,145840000,-,640.92,76.6
6556,2024/03,9406000000,4495000000,4488000000,3817000000,-,-,162.84,47.7
6557,2025/03,12472000000,2817000000,2418328000,587955000,912000000,4988681000,426.11,22.5
6558,2024/11,3757554000,1493269000,1447132000,-70140000,225000000,1232185000,519.06,38.5
6560,2024/12,11402000000,4566000000,4438000000,2944000000,40000000,2981000000,974.87,39.1
6561,2024/12,10735494000,3477657000,3470310000,3121504000,400000000,404036000,276.98,32.4
6562,2025/03,23883632000,8702508000,7887322000,5424670000,2244254000,6694565000,651.52,33
6563,2024/09,3320161000,1300306000,1300306000,851224000,-,-,244.99,39.2
6564,2025/03,28492000000,15452000000,15413889000,10504329000,1290000000,6872794000,557.28,54.1
6565,2025/03,26285000000,12749000000,12749068000,10408652000,521000000,5533686000,899.37,48.5
6566,2025/03,24126000000,19574000000,19299778000,17071784000,97640000,179341000,1233.35,81.1
6567,2023/05,5002837000,2154597000,2154597000,796352000,-,1087050000,341,43.1
6568,2025/03,20152000000,13520000000,13416243000,9566740000,-,2266634000,1748.68,67.1
6569,2023/03,30092000000,14807000000,14563000000,10460000000,-,2019000000,428.13,48.4
6570,2025/03,15397000000,4871000000,4695594000,3524074000,-,4353902000,817.04,31.6
6571,2024/06,32297000000,14170000000,14170000000,7733000000,1392000000,6822000000,1079.74,43.9
6572,2025/02,19967000000,11982000000,11966732000,647351000,1500000000,797873000,198.37,60
6573,2024/12,557571000,342936000,305838000,-352255000,-,110460000,10.7,54.9
6574,2025/03,3164000000,1743163000,1743000000,1161855000,50004000,308322000,402.09,55.1
6577,2024/07,2869283000,1151122000,1148642000,132618000,-,742823000,761.11,40
6578,2025/02,3089000000,1242000000,1230988000,584347000,559999000,159450000,167.92,39.8
6579,2025/03,1116000000,487000000,475019000,-528070000,100000000,13156000,125.68,42.8
6580,2025/03,4185000000,3120000000,3136259000,2862514000,-,-,609.07,74.5
6584,2025/03,117138000000,48087000000,36465000000,31589000000,17847000000,21293000000,1236.35,37.8
6586,2025/03,1106525000000,932495000000,926005000000,732556000000,10152000000,-,3441.88,83.7
6588,2025/03,346371000000,115685000000,86287000000,58525000000,3359000000,11321000000,2041.01,31.2
6590,2025/03,95244000000,47317000000,45700000000,34285000000,7050000000,900000000,3607.68,49.7
6592,2024/12,354989000000,319622000000,258327000000,227314000000,-,517000000,2540.5,90
6594,2025/03,3325561000000,1745569000000,1719296000000,1334596000000,93710000000,-,1499.86,51.7
6597,2024/06,4765215000,2487830000,2485399000,2071892000,350000000,525682000,579.3,52.2
6599,2025/03,5904000000,4786000000,4683396000,4429432000,-,-,3171.78,81.1
6600,2024/03,2864941000000,449766000000,449635000000,-463054000000,826413000000,284899000000,868.85,15.7
6612,2024/12,6182000000,4349000000,4325000000,1476000000,100000000,25000000,513.88,70.4
6613,2025/03,5505000000,5219000000,5219265000,-1088396000,-,-,124.98,94.8
6614,2025/03,5412000000,2471000000,2433735000,1659911000,200000000,315095000,558.67,45.7
6615,2025/03,73626000000,15317000000,14305000000,4838000000,18486000000,10794000000,542.29,20.7
6616,2025/03,33607000000,17400000000,15912121000,5523084000,1900000000,8332262000,1616.67,51.8
6617,2025/03,113652000000,66456000000,59749000000,44771000000,1910000000,1800000000,3798.61,53.6
6618,2023/03,12232006000,4475705000,3663399000,1232287000,1291850000,599686000,483.4,36.6
6619,2025/01,60079000000,49674000000,42526000000,-15693000000,7506000000,807000000,902.45,82.5
6620,2025/03,28863000000,27994000000,24624000000,6445000000,-,-,657.85,91.2
6622,2025/03,290234000000,153285000000,117540000000,101796000000,23885000000,38668000000,5788.58,47.7
6623,2025/03,141849000000,81103000000,72885000000,67280000000,1716000000,11601000000,8445.62,55.9
6625,2025/03,77651000000,19043000000,19082629000,4543701000,1679000000,38750424000,172.18,24.5
6626,2025/03,31195000000,23224000000,20104479000,20079621000,-,813268000,2182.41,74.4
6627,2024/12,75357376000,53924051000,33760250000,14446135000,-,12459561000,4111.57,49.6
6629,2025/03,37397000000,10098000000,7386362000,3347091000,12058746000,3877465000,748.58,27
6630,2024/04,29090000000,25113000000,25047128000,24688019000,-,100000000,456.44,86.3
6632,2025/03,313336000000,131399000000,125103000000,58086000000,26121000000,24253000000,845.06,39.9
6633,2024/12,6047684000,3231659000,2890811000,2383183000,-,-,335.77,52.8
6634,2024/11,5941035000,4331271000,4169486000,-2050689000,-,178572000,113.77,72.7
6635,2024/12,29559813000,8019604000,4392204000,2324015000,5692362000,4566939000,1017.71,23.3
6637,2025/03,73896000000,51432000000,44048189000,40568523000,180000000,1878500000,3947.56,69.6
6638,2025/03,76174000000,32373000000,30089354000,22926931000,14774724000,3972152000,1114.26,42.3
6640,2024/12,93804000000,62230000000,51961000000,30842000000,9483000000,6028000000,3349.29,66.2
6643,2025/03,32402000000,22652000000,21325821000,18018415000,400400000,299500000,4646.56,69.1
6644,2025/03,100513000000,63343000000,44437000000,29575000000,6926000000,-,1148.91,51.9
6645,2025/03,1361790000000,934432000000,771885000000,-,-,-,3920.3,56.7
6647,2025/03,8905000000,5158000000,4496308000,2672635000,934088000,320048000,3836.97,57.9
6648,2025/03,25429000000,17744000000,17384525000,15645637000,558323000,287966000,5539.67,69.8
6651,2025/03,183897000000,116507000000,107567000000,95382000000,52000000,24010000000,3034.96,62.6
6652,2025/03,107216000000,63810000000,51832000000,39026000000,10985000000,9857000000,2142.91,58.9
6653,2024/12,30331000000,15882000000,13970000000,8116000000,2162000000,552000000,1177.02,52.4
6654,2025/01,11208000000,10373000000,9915286000,8370554000,120000000,-,1935.09,92.5
6655,2025/03,10814000000,6345000000,5666238000,4052920000,1345756000,734535000,1476.52,57.4
6656,2024/04,3739515000,1079166000,883607000,-137943000,1500000000,661310000,220.54,23.6
6658,2025/03,19454000000,10054000000,9833000000,6384000000,987000000,1029000000,657.9,51
6659,2025/03,3668000000,2443000000,2096097000,-2221463000,-,23768000,51.47,65.5
6662,2024/06,2363938000,2008946000,1976068000,379219000,-,-,133.59,83.6
6663,2024/12,4543687000,2531383000,2326936000,559362000,371179000,321746000,417.55,55
6664,2024/11,13513592000,4901998000,3816023000,2866913000,243349000,4220376000,793.47,36.3
6666,2025/03,10789000000,4497000000,4082496000,2007167000,400943000,2928134000,546.5,41.7
6668,2024/08,26646000000,12096000000,11212000000,9753000000,6650000000,4905000000,1414,45.4
6670,2025/03,134182000000,89522000000,80945000000,69361000000,8737000000,4706000000,914.43,66.6
6674,2025/03,693738000000,390987000000,279384000000,153468000000,44255000000,41400000000,3460.01,50
6675,2025/03,45203000000,30764000000,28489000000,13144000000,1205000000,1539000000,5314.21,68.1
6676,2025/03,76786000000,45037000000,44489000000,43567000000,-,-,2961.83,58.7
6677,2024/09,39674390000,32168063000,29142127000,21940860000,-,-,3097.78,81.1
6678,2025/03,17938000000,14389000000,14389063000,16265084000,-,-,2076.86,80.2
6694,2024/12,20087876000,8621856000,5401762000,5208159000,4129600000,2508641000,1646.27,35.7
6695,2023/10,2198358000,1191842000,1191842000,728484000,263000000,264530000,5264.32,54.2
6696,2025/01,542000000,412000000,410856000,-722488000,-,60000000,85.15,75.7
6697,2024/12,14293000000,12506000000,12506000000,-,-,-,671.7,87.5
6698,2024/03,4537770000,3301889000,2943314000,2312772000,200000000,193899000,533.92,69.6
6699,2025/03,79278000000,11553000000,7829000000,99000000,21976000000,10919000000,1354.61,14.4
6701,2025/03,4315368000000,2071511000000,1952018000000,1023945000000,233886000000,255842000000,1464.71,45.2
6702,2025/03,3497808000000,1902067000000,1740965000000,1700968000000,-,-,979.53,49.8
6703,2025/03,410965000000,145745000000,145728000000,83501000000,41390000000,56773000000,1679.42,35.4
6704,2024/03,46723000000,29987000000,27633000000,11049000000,80000000,6025000000,1921.7,61.2
6706,2025/03,53084000000,37107000000,34327000000,19775000000,4400000000,33000000,3968.65,68.7
6707,2025/03,259067000000,147928000000,135481000000,60148000000,9972000000,25336000000,6371.72,56.9
6715,2025/03,20952000000,15685000000,14608000000,5488000000,-,-,3502.29,74.9
6718,2025/03,77037000000,66763000000,58160000000,50503000000,-,-,4079.28,86.7
6721,2024/12,1195301000,699928000,506308000,-3129016000,100000000,104902000,15.12,57
6723,2024/12,4490436000000,2542298000000,2537382000000,1308948000000,144137000000,1256535000000,1413.77,56.5
6724,2025/03,1456461000000,804891000000,804752000000,572710000000,-,-,2512.15,55.3
6727,2025/03,70771000000,30859000000,28228381000,27938566000,5000000000,7000000000,229.43,43.6
6728,2024/06,388883000000,227957000000,200175000000,175647000000,12967000000,33794000000,4478.17,56.7
6730,2025/03,15042000000,13015000000,12535000000,10714000000,-,-,1174.55,85.6
6731,2024/09,619161000,200220000,198804000,-1211753000,-,-,7.26,32.1
6734,2025/02,4726000000,2700000000,2698493000,1745295000,-,96891000,1398.02,57.1
6736,2025/03,53127000000,47608000000,43621205000,41767144000,2291548000,217442000,2135.24,89.5
6737,2025/03,157759000000,124355000000,90660000000,85887000000,4862000000,729000000,3021.33,78.8
6740,2025/03,148031000000,6890000000,-3358000000,-144664000000,59500000000,-,1.71,4.5
6741,2025/03,166240000000,102623000000,89257000000,78243000000,19200000000,-,1645.36,61.7
6742,2025/03,126005000000,51711000000,47251000000,36400000000,15700000000,11800000000,824.51,41
6743,2025/03,45401000000,28915000000,21978467000,20234352000,5456320000,865613000,1535.3,53.5
6744,2025/03,166877000000,130030000000,123627000000,101312000000,150000000,-,2189.05,77.2
6745,2025/03,89655000000,59321000000,54373000000,49681000000,-,-,2377.15,65.9
6748,2024/12,30378777000,17270885000,14347769000,6858812000,3500000000,1538342000,1318.45,56.8
6750,2025/03,114740000000,82692000000,77317000000,74709000000,500000000,-,1081.06,71.9
6752,2025/03,9343191000000,4874829000000,4694421000000,3318079000000,-,-,2010.81,50.2
6753,2025/03,1453730000000,167709000000,86511000000,-54082000000,111257000000,406400000000,236.2,10.5
6754,2025/03,159826000000,124268000000,124268000000,68906000000,570000000,2991000000,963.38,77.8
6755,2025/03,273310000000,139400000000,114934000000,101526000000,14003000000,89000000,1248.6,47.9
6757,2025/01,6395000000,2902000000,2495738000,1342494000,1412500000,109733000,494.28,40.1
6758,2025/03,35293173000000,8510151000000,8179745000000,6678168000000,1843959000000,2066842000000,1357.63,23.2
6762,2025/03,3541415000000,1811254000000,1800070000000,1273453000000,187145000000,346001000000,948.59,50.8
6763,2025/03,33460000000,28409000000,23427409000,15437695000,46886000,-,2949.9,83
6768,2025/03,124348000000,64034000000,51618000000,23283000000,16919000000,7184000000,780.02,51.3
6769,2024/12,10329762000,9592799000,9309155000,9213023000,-,-,879.05,90.9
6770,2025/03,740715000000,415515000000,348289000000,213942000000,44288000000,56499000000,2013.07,55.9
6771,2025/03,28841000000,13657000000,14151000000,3587000000,4100000000,3434000000,2130.77,47.4
6772,2025/03,12014000000,7575000000,5971219000,5082853000,-,931155000,5604.56,63.1
6775,2025/03,1562000000,604000000,605861000,-1018065000,302558000,214038000,44.2,38.7
6776,2025/03,22118000000,10624000000,9627000000,7258000000,-,2501000000,624.43,48
6777,2025/03,29527000000,21428000000,20321386000,14231221000,-,2220102000,1822.05,72.6
6778,2024/07,8924798000,6989803000,6989934000,2739592000,1000000000,129118000,765.51,78.3
6779,2025/03,71522000000,29170000000,29170000000,18541000000,803000000,25808000000,1264.99,40.8
6785,2024/06,37063860000,26064677000,23883181000,19280430000,1139519000,1179700000,1757.66,68
6786,2025/03,1050000000,749000000,741832000,-1275169000,28500000,82831000,29.58,71.3
6787,2025/03,256366000000,115605000000,81691000000,57649000000,40366000000,34700000000,4218.18,42.2
6788,2025/03,35353000000,25546000000,23840429000,24391935000,-,1131089000,3125.8,67.8
6789,2023/12,54283654000,36862034000,33664170000,27792277000,-,2250000000,2953.97,66
6794,2025/03,106826000000,68731000000,49251000000,39483000000,4902000000,1650000000,2726.1,57
6797,2025/03,27537000000,22399000000,21737736000,19807135000,-,-,1909.44,81.3
6798,2025/03,57684000000,29221000000,27752000000,10731000000,7040000000,7282000000,4611.87,50.7
6800,2025/03,76278000000,52030000000,44562000000,29573000000,3447000000,3100000000,2228.08,68.1
6803,2025/03,10815000000,3558000000,3558000000,2211000000,2565000000,797000000,123.53,32.9
6804,2025/03,200279000000,140317000000,133120000000,112257000000,1050000000,-,2757.36,70.1
6806,2025/03,416866000000,370147000000,370147000000,348972000000,-,-,10939.6,88.8
6807,2025/03,215444000000,133696000000,114760000000,96960000000,6000000000,31000000000,1981.52,62
6809,2025/03,68630000000,52586000000,40690000000,34025000000,1758000000,-,1646.43,72.1
6810,2025/03,164514000000,94171000000,84905000000,60357000000,-,17059000000,2118.37,55.5
6814,2025/02,123519000000,72619000000,64259000000,47598000000,6100000000,8702000000,2284.51,58.4
6817,2024/12,147766000000,60915000000,58648000000,20315000000,-,-,1774.61,39.7
6819,2025/03,7272000000,5762000000,5753666000,3787797000,-,318623000,311.29,79
6820,2025/03,73888000000,67359000000,62345000000,46261000000,-,-,4693.25,91.2
6822,2025/03,23649000000,8888000000,6904000000,3273820000,4830000000,393598000,5364.2,29.8
6823,2025/03,39132000000,31435000000,27091944000,22549374000,-,-,2551.75,80.3
6824,2025/03,67288000000,51260000000,43355380000,41250334000,50000000,3970842000,3855.2,70.8
6826,2023/03,16371000000,12310000000,12049000000,9710000000,293000000,-,1758428571.43,75.2
6832,2025/03,51592000000,42915000000,41785193000,33410113000,1180000000,306500000,3832.1,83.2
6834,2025/03,34383000000,28144000000,25824436000,10221979000,-,-,3142.58,81.4
6835,2024/12,46486505000,19451608000,16849721000,7030611000,-,3016943000,180.58,41.8
6836,2025/03,725000000,416000000,415475000,-232471000,-,-,87.54,57.3
6837,2025/03,24754000000,10100000000,6992000000,4678000000,3635000000,4098000000,676.45,39.7
6838,2024/10,9842562000,4684756000,4680452000,233574000,560992000,2762325000,720.1,47.5
6840,2025/03,13627000000,3978000000,3531544000,2650148000,3650000000,2397416000,384.54,25.9
6841,2025/03,718285000000,475721000000,417298000000,342573000000,327000000,24025000000,1807.37,65.1
6844,2025/03,136496000000,66144000000,50205000000,24733000000,9260000000,28825000000,6411.1,48.5
6845,2025/03,315072000000,240517000000,218561000000,237661000000,4862000000,620000000,459,75.3
6846,2025/03,5009000000,2356000000,2187926000,1476417000,740000000,-,3049.95,47
6848,2024/03,29043000000,22369000000,19823000000,16767000000,255000000,68000000,1133.3,77
6849,2025/03,258276000000,181294000000,169672000000,166171000000,26030000000,-,1101.1,69.5
6850,2025/03,37765000000,25033000000,21120000000,13649000000,1165000000,969000000,2584.35,58.2
6853,2024/12,24097433000,18155528000,17263146000,13963774000,700000000,-,666.25,75.3
6855,2025/03,39859000000,27914000000,26801000000,20450000000,-,3749000000,2209.79,70
6856,2024/12,481616000000,314704000000,269621000000,241826000000,9013000000,25391000000,7485.04,65.2
6857,2025/03,854210000000,506539000000,506539000000,489850000000,74952000000,3000000,690.37,59.3
6858,2024/12,21309000000,15914000000,14061000000,6418000000,1000000000,130000000,1511.7,73.3
6859,2025/03,75847000000,56693000000,51843000000,41212000000,-,25000000,2596.76,74.7
6861,2025/03,3289224000000,3108552000000,3077874000000,3020535000000,-,-,12817.43,94.5
6862,2025/03,17553000000,5910000000,5852683000,3566339000,6800000000,1599263000,797.44,33.7
6863,2025/03,19352000000,16794000000,15523445000,8521013000,-,116659000,2253.18,86.3
6864,2025/03,17321000000,13666000000,12504620000,7892712000,1111962000,300000000,1789.96,72.5
6866,2024/12,48159778000,39820387000,38915767000,33256119000,-,-,2942.32,82.7
6867,2025/03,4531000000,3203000000,3246965000,792410000,221447000,2859000,945.22,70.7
6869,2025/03,665268000000,464534000000,463776000000,402820000000,-,32359000000,743.71,69.7
6870,2024/12,19521852000,13585098000,11872031000,9828567000,600000000,344380000,2422.68,69.6
6871,2024/12,79990000000,49646000000,46429000000,36585000000,736000000,439000000,1286.46,62.1
6874,2024/06,30944700000,18779140000,17262182000,14352216000,600000000,-,4459.45,58
6875,2025/03,149940000000,118241000000,59785094000,59052286000,-,-,6901.2,78.6
6877,2024/09,100808000000,73800000000,64294000000,77884000000,-,382000000,4470.39,73.1
6879,2025/03,80719000000,36154000000,28955897000,14205948000,8475215000,1985440000,779.76,42.8
6881,2023/03,68061000000,26596000000,26730000000,18689000000,12700000000,7215000000,532.76,38.9
6882,2025/03,33571000000,24341000000,22325000000,18393000000,3000000000,-,1830.15,72.5
6888,2024/06,5261000000,3460465000,3162942000,1287205000,135000000,325694000,320.97,60.2
6890,2025/03,600593000000,323549000000,188595000000,90435000000,34482000000,78222000000,5058.25,39.4
6894,2025/03,5029000000,3863000000,3827786000,1573191000,-,-,2823.85,76.8
6897,2025/02,10868000000,7743000000,7692622000,2649685000,1500000000,230000000,726.43,71.2
6898,2025/01,4785000000,3847000000,3190542000,170374000,-,-,4774.91,80.4
6899,2025/03,46049000000,24583000000,22056533000,17359167000,4392861000,9041087000,7852,53.3
6901,2025/03,25120000000,12778000000,7811000000,6623000000,4366000000,400000000,2914.6,50.1
6902,2025/03,8125000000000,5188918000000,4978266000000,3393102000000,252364000000,447020000000,1767.02,61.3
6904,2025/03,38932000000,13381000000,10148296000,6571618000,16534101000,-,632.62,34.4
6905,2024/05,54397081000,47257410000,44544057000,42996740000,-,-,1419.11,86.6
6907,2025/03,16358000000,9104000000,8657129000,-2372914000,-,1244029000,1150.97,55.7
6908,2025/03,91370000000,71196000000,57398000000,49813000000,4000000000,4426000000,3291.6,77.3
6912,2025/03,17450000000,14062000000,12759695000,8604425000,-,-,1692.37,80.6
6914,2024/12,72850000000,50084000000,45571000000,38652000000,5000000000,2099000000,1395.76,68.2
6915,2024/12,51306000000,41572000000,33223000000,32802000000,1020000000,-,4135.4,81
6918,2025/03,22236000000,20059000000,18678946000,14567655000,-,-,3255.35,90.2
6919,2025/03,18605000000,15224000000,14341623000,11523716000,450000000,-,2093.89,81.8
6920,2024/06,271288000000,151315000000,147744000000,146500000000,-,-,1677.54,55.8
6923,2024/03,708264000000,589362000000,418194000000,386872000000,-,-,3269.79,74
6924,2023/03,68122000000,34196000000,34170000000,19768000000,3070000000,700000000,5261.82,50.2
6925,2025/03,297304000000,200509000000,151428000000,111776000000,1617000000,35000000000,2263.22,67.4
6926,2025/03,14045000000,7068000000,4731801000,683588000,598120000,2109703000,315.8,50.3
6927,2025/03,21169000000,16106000000,15504131000,11964861000,-,42125000,887.54,76.1
6928,2025/03,32834000000,21902000000,18296617000,9157986000,2128000000,1908000000,3435.39,66.7
6929,2024/12,58347000000,52247000000,43842000000,32526000000,-,-,2261.94,85.5
6930,2025/03,18542000000,15419000000,15059000000,6909000000,-,-,1442.13,83.2
6932,2025/03,67667000000,44052000000,37418000000,26746000000,1500000000,6820000000,2981.23,65.1
6937,2025/03,68679000000,41171000000,34924000000,32642000000,6901000000,1500000000,1215.1,58
6938,2023/12,16023578000,12083963000,11385839000,2891663000,-,508410000,706.63,75.4
6941,2024/03,51062054000,38264217000,34912571000,25297550000,2799870000,410000000,1862.43,74.6
6942,2025/03,7457000000,3028607000,3028000000,1013191000,768399000,892710000,654.18,40.6
6943,2025/03,14974000000,12702000000,10923691000,9301498000,-,-,15437.03,84.8
6946,2025/03,26913000000,13958000000,11646000000,7784000000,2830000000,1960000000,906.9,51.9
6947,2025/03,63274000000,39948000000,37489730000,22249184000,-,-,1843.79,63.1
6951,2025/03,222486000000,136653000000,128140000000,86163000000,-,3170000000,2672.17,61.4
6952,2025/03,331644000000,218927000000,196559000000,125723000000,301000000,42000000000,959.79,66
6954,2025/03,1937031000000,1739890000000,1576929000000,1585779000000,-,-,1847.86,89
6955,2024/03,51556000000,15645000000,12889000000,-44993000000,14475000000,-,450.42,30.1
6957,2025/03,44541000000,36927000000,33210000000,30147000000,297000000,-,2447.61,82.8
6958,2025/03,148540000000,81428000000,62817000000,19959000000,6000000000,28295000000,1110.3,53.3
6960,2025/03,221321000000,181652000000,175309000000,180440000000,1750000000,-,6301,82.1
6961,2025/03,62775000000,56216000000,49399000000,42510000000,-,-,6255.64,88
6962,2025/03,89890000000,45219000000,31142881000,6185572000,8455985000,16335798000,1166.11,41.2
6963,2025/03,1440765000000,889655000000,815924000000,667387000000,100000000000,100000000000,2303.32,61.7
6964,2025/03,22040000000,15614000000,14963832000,7734969000,-,-,1759.68,70.8
6965,2024/09,434634000000,333011000000,310052000000,261277000000,25281000000,8522000000,1069.63,76.2
6966,2025/01,223698000000,110327000000,98066000000,70068000000,-,65925000000,601.83,49.2
6967,2025/03,397136000000,283381000000,281992000000,233612000000,30000000000,-,2097.29,71.4
6969,2025/03,6592000000,2759000000,2759278000,-260113000,1430000000,605088000,860.36,41.9
6971,2025/03,4511307000000,3243234000000,3217788000000,1942485000000,44386000000,202577000000,2284.15,71.3
6973,2025/03,37864000000,18995000000,15908518000,10107857000,1298712000,3600500000,6313.4,50.2
6976,2025/03,573188000000,319171000000,292399000000,222012000000,4200000000,93707000000,2552.93,55.6
6977,2024/12,7729475000,1898333000,1156965000,229135000,2336383000,1660612000,1218.38,19.5
6981,2025/03,3028194000000,2579975000000,2580805000000,2400684000000,781000000,1656000000,1385.77,85.2
6982,2025/03,7882000000,2600000000,1266725000,422229000,810000000,1825651000,1008.14,33
6986,2025/03,101090000000,88312000000,65404000000,21818000000,94000000,-,1819.31,76.3
6988,2025/03,1321920000000,1045114000000,1044083000000,890040000000,455000000,-,1502.42,79
6989,2025/03,43195000000,22713000000,18152000000,9730000000,3409000000,5326000000,2863.3,52.6
6993,2025/03,6279000000,994000000,1449677000,-4041967000,3500000000,550000000,2.34,6.3
6994,2025/03,38344000000,23747000000,19931698000,14249124000,2900000000,4400000000,925.9,61
6995,2025/03,510942000000,337877000000,270552000000,241060000000,-,-,3716.84,61.9
6996,2025/03,192582000000,113814000000,88471000000,60826000000,6700000000,15750000000,1644.32,57.3
6997,2025/03,162702000000,56667000000,35153000000,-26681000000,36736000000,38100000000,2631.17,34.5
6998,2025/03,17633000000,12563000000,11668000000,7234000000,2430000000,-,2588.31,71.2
6999,2025/03,141365000000,78110000000,69705000000,54908000000,3318000000,41181000000,2104.34,55.3
